BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Revenue,Aug,Dec,Feb,Jul,June,Mar,May,Nov,Oct,Sep,New_Visitor,Returning_Visitor,Avg_Administrative,Avg_Informational,Avg_ProductRelated
0.0,0.003636364,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,72.8030303
0.2,0.2,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.2,0.2,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.011111111,0.026111111,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,22.097222225
0.0,0.1,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,14.5
0.0,0.075,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,40.0
0.05,0.025,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,33.916666675
0.2,0.2,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.2,0.2,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.014736467,19.44707913,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.0,60.0,27.742824075
0.0,0.05,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,26.0
0.011764706,0.046568627,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,0.0,23.85540674375
0.0,0.016666667,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,28.166666666666668
0.05,0.120833333,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,50.1
0.009,0.019666667,38.30849268,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23.284722225,0.0,36.99007935714286
0.0,0.007142857,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,50.464285714285715
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.012643678,22.9160357,0.8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,29.277777776666667,0.0,29.567901233333334
0.002150538,0.015013034,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.0,0.0,77.24413580000001
0.2,0.2,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.007407407,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,50.111111111111114
0.2,0.2,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.025,0.0525,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,9.86888889
0.0,0.1,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,21.5
0.0,0.0125,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,53.3333333375
0.0,0.066666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,45.0
0.0,0.025,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,36.77083333125
0.004347826,0.014492754,11.43941195,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,100.5666667,0.0,58.64837963888889
0.0,0.05,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,38.0
0.2,0.2,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.2,0.2,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.028571429,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,29.714285714285715
0.0,0.016666667,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,67.5
0.0,0.02,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,6.583333333333333
0.016666667,0.058333333,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,31.25
0.2,0.2,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.057142857,0.085714286,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,21.428571428571427
0.0,0.066666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,46.0
0.028571429,0.023809524,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,48.214285714285715
0.0,0.007894737,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,32.633333331578946
0.0,0.011764706,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18.0,0.0,11.256410253333334
0.2,0.2,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,26.0
0.0,0.015384615,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,49.94230769230769
0.003703704,0.025925926,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,34.27160493703704
0.0,0.1,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,16.5
0.05,0.066666667,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,261.0833333333333
0.0,0.025,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,26.25
0.038095238,0.080952381,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,7.142857142857143
0.004166667,0.031666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,40.2625
0.0,0.008947368,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.1111111099999995,0.0,69.34678363157896
0.0,0.026984127,17.53595893,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,15.25,0.0,31.94736842105263
0.0,0.033333333,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,69.16666666666667
0.0,0.01351025,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15.5,16.0,57.87585977777778
0.007058824,0.017647059,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,19.5,0.0,16.568627452941175
0.15,0.15,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,13.5
0.044444444,0.074074074,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,23.88888888888889
0.05,0.066666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,13.5
0.05,0.066666667,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,57.0
0.000854701,0.01791847,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,54.375,23.5,39.5485449453125
0.0,0.016666667,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,63.25
0.2,0.2,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.2,0.2,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.008,0.024,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.0,0.0,17.46
0.012903226,0.035483871,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,93.0,34.8611111
0.0,0.005555556,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,26.486111108333333
0.0,0.012962963,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,54.587301571428576
0.018181818,0.027272727,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,52.45454545454545
0.0,0.075,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,11.875
0.0,0.111111111,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,50.25
0.0,0.033333333,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,40.5
0.0,0.05,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,33.875
0.0,0.034375,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,37.5,31.59523809285714
0.0,0.066666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,13.666666666666666
0.028,0.11952381,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,26.627272727272725
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.040740741,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,137.59259255555557
0.0,0.05,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,22.54666667
0.0,0.00754717,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,115.5,0.0,36.72973856862745
0.133333333,0.166666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,4.333333333333333
0.0,0.1,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,111.0
0.0,0.022222222,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0.0,13.42708333125
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.011111111,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,336.1944445
0.0,0.018518519,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18.583333333333332,0.0,17.270299146153846
0.0,0.033333333,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,26.361111116666667
0.005555556,0.046296296,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,33.740740744444444
0.0,0.066666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,8.333333333333334
0.05,0.15,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,21.0
0.0,0.018039216,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.90625,0.0,71.67261907142857
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.011851852,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,30.27777777777778
0.0,0.007407407,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.333333333333333,0.0,43.0
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.009090909,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,19.0,85.2
0.066666667,0.066666667,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,260.0
0.0,0.033333333,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,346.0
0.0,0.05,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,143.25
0.007142857,0.030357143,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,43.97261903571428
0.0,0.027272727,0.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,28.78787879090909
0.0075,0.028166667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,43.686825395
0.2,0.2,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.1,0.15,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,4.0
0.0,0.026315789,0.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,32.36842105263158
0.0,0.026666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,29.083333333333332
0.033333333,0.04993081,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,29.327767471428572
0.2,0.2,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.033333333,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,19.583333333333332
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.008695652,0.01884058,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,21.811594204347827
0.03030303,0.040606061,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,29.0,11.0,26.747311829032256
0.015217391,0.012463768,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9.5,0.0,53.17391304347826
0.0,0.016666667,0.0,0.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,77.83333333333333
0.008695652,0.011594203,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,32.05072463913043
0.0,0.033333333,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,10.75
0.0,0.04,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,12.6
0.086666667,0.166666667,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,25.0
0.018181818,0.063636364,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,62.21212120909092
0.0,0.0145,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,33.273611110000004
0.0,0.019166667,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,32.5
0.011111111,0.033333333,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,25.71568627647059
0.066666667,0.1,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,18.333333333333332
0.2,0.2,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.0,0.008602151,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8.26,0.0,18.621990741666668
0.0,0.015384615,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29.0,0.0,32.05
0.0,0.014285714,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,95.14285714285714
0.010743802,0.047002635,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,19.319501133333333
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.033333333,0.033333333,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,27.208333333333332
0.0,0.011764706,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,16.720588235294116
0.2,0.2,0.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.2,0.2,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
0.008333333,0.025,0.0,0.8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,32.5
0.003174603,0.012764202,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,75.6498511875,55.971428579999994
0.011111111,0.027248677,8.000740741,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,46.3725
0.0,0.006339869,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.5,0.0,16.736
0.001960784,0.013509414,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,29.37782051,76.5,34.19965353125
0.0,0.020708874,1.706014966,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12.38888888888889,48.5,38.13917748979592
0.007142857,0.016727891,46.53017511,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15.666666666666666,51.0,44.23711923529412
0.2,0.2,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0
0.036190476,0.096,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,408.6666666666667,0.6,134.59375
0.0,0.02,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17.333333333333332,0.0,35.44444444444444
0.0,0.066666667,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,14.0
0.009090909,0.057662338,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,16.106060604545455
0.002061856,0.010173465,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,36.29196336734694
0.0,0.005797101,19.34265017,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,28.0,144.0,38.265422880597015
0.013068182,0.06140625,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37.653594766666664,0.0,231.8475783846154
0.0,0.001666667,109.176,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,49.42549019411765
0.0,0.001724138,96.25511582,0.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,31.333333333333332,62.5,35.83354190909091
0.0,0.004,153.4432478,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,32.0,0.0,57.34
0.0,0.04,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,8.6
0.0,0.004166667,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,43.6,0.0,21.884615384615383
0.0,0.088888889,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,44.5
0.0,0.008333333,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,119.0,0.0,24.805555558333335
0.0,0.005263158,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,93.66666666666667,0.0,28.359375
0.0,0.0125,33.79956701,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,18.0,0.0,83.234375
0.0,0.028571429,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,20.0,0.0,111.7
0.0,0.016666667,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35.666666666666664,0.0,36.458333325
0.0,0.04375,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,91.375
0.033333333,0.0375,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24.5,127.0,47.0
0.037619048,0.04952381,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,40.38095237857143
0.0,0.05,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,25.0
0.006666667,0.033333333,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,14.25,0.0,84.42857142857143
0.0,0.042857143,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,87.0,28.1
0.0,0.02,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,61.5,153.16666665,26.879629627777778
0.0,0.066666667,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59.0,0.0,10.5
0.005714286,0.028571429,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,34.0681746
0.016666667,0.075,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,16.5
0.0,0.066666667,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,5.0
0.0,0.013333333,35.0928,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,19.0,0.0,45.92857142857143
0.08,0.12,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,4.6
0.1,0.15,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,3.5
0.0,0.02,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,54.0,0.0,35.083333333333336
0.001481481,0.009150327,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,993.0,0.0,54.618023928571425
0.0,0.1,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,9.5
0.0,0.006578947,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,14.85,42.0,43.21846845945946
0.0,0.022222222,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,11.38888888888889
0.0,0.013333333,17.76266667,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,146.0625
